id,file_name,satellite,file_size,date_time,latitude,longitude
51,e56391d0f26de14b51cf394e3d78cb23.jpg,AMZ-903,5901,"2021-10-17 15:46:54",-3.8602220,-66.7667800
52,a6ee22addc373f6dcbfc9f7dd2a77508.jpg,AMZ-903,11395,"2021-10-17 14:54:47",-4.8383280,-65.3192900
53,3bd10ff9e35f89c6a009da9f72432779.jpg,AMZ-901,8178,"2021-10-17 01:11:06",-2.7936530,-61.8456980
54,af0519597812f7fb91a76b14dfd99db5.jpg,NAS-772,9872,"2021-10-17 15:10:04",-8.8516520,-61.5850960
55,ae4294e36fbcf2e51952e93f5995af1a.jpg,AMZ-903,13592,"2021-10-17 13:53:40",-0.8099920,-56.8021320
56,850fbccb2106966fc286067b3b4cfc70.jpg,AMZ-901,11146,"2021-10-17 18:22:15",-2.6398100,-62.5048450
57,6c102b836aec78137377ea6b000d6c51.jpg,NAS-778,13926,"2021-10-17 08:21:04",-2.7292730,-63.2904890
58,3595271342ca0a0623ac511f8ecb09c0.jpg,BRA-102,19942,"2021-10-17 04:17:38",-0.7042930,-67.0359320
59,5e88483742e188f0360d2f6cc9ac75a2.jpg,NAS-778,12013,"2021-10-17 07:05:29",-4.9521380,-59.2795610
60,16e695037c1d3b242170aceddc53898a.jpg,NAS-772,9361,"2021-10-17 22:26:25",-3.7461500,-63.2473110
61,4643bf4a9b29108b084121fa1050aba9.jpg,AMZ-903,9980,"2021-10-17 07:32:29",-8.9940780,-63.2341370
62,d0854dd4de14912a5cb1c1ee2f5f1334.jpg,AMZ-901,13648,"2021-10-17 12:51:47",-7.3215220,-68.1378530
63,d7a6dcf4ead4b0bfe73bf547148962e1.jpg,AMZ-903,11534,"2021-10-17 04:58:33",-4.6480100,-68.8440520
64,7ef7233ec921afafad7d2d17bed7e70a.jpg,NAS-772,16817,"2021-10-17 21:41:41",-8.4129110,-67.9411970
65,ab224d1defb5ebbe030263d2bbd82a98.jpg,AMZ-903,16641,"2021-10-17 19:52:18",-8.6763950,-68.9028580
66,5a748bf6e292d2be00a9076b14964846.jpg,BRA-102,5516,"2021-10-17 20:28:28",-7.6369230,-68.4750780
67,c49f4c132593a6b74bb4b683ce7bdf57.jpg,BRA-102,17336,"2021-10-17 23:38:54",-3.2508190,-64.4918450
68,07facd93ade4e93a7105adcb424440fd.jpg,AMZ-901,17066,"2021-10-17 17:23:41",-0.7639110,-67.2112350
69,56b76d93b158172a25b40711868549a0.jpg,BRA-104,16099,"2021-10-17 02:02:51",-8.0654230,-62.1971280
70,2e573ebdfd6ebc13891cc0e985ee76ed.jpg,AMZ-903,4807,"2021-10-17 01:15:52",-3.1355800,-58.0855790
71,569396229475408705948f4bb8a77d93.jpg,NAS-772,10980,"2021-10-17 00:52:50",-5.5031120,-64.2067080
72,025a24cca6c772d88311ae9419c80962.jpg,AMZ-901,9386,"2021-10-17 17:46:40",-1.7615390,-59.2132340
73,f1e6ec9c0b7fe3d8ca05cc2659bda1ef.jpg,BRA-102,7335,"2021-10-17 23:42:46",-8.8123810,-67.4593000
74,e33789227f4974f718a2627e608db4b7.jpg,BRA-102,2247,"2021-10-17 10:46:02",-5.5924990,-66.6325420
75,3b54bce6dad4e39ce2b614016dad0b6c.jpg,AMZ-901,6913,"2021-10-17 08:45:12",-1.3981110,-62.0745710
76,9f1d13d10ff8d7bfc0021634060a2299.jpg,BRA-102,3987,"2021-10-17 20:54:26",-4.0632010,-59.7689310
77,9f2abe4fc767a6cb1253a8d6da76df4f.jpg,NAS-778,1360,"2021-10-17 12:02:36",-1.6151110,-59.1534880
78,dd0d8a88dceae17972f4bc1f12d49b0d.jpg,NAS-778,12415,"2021-10-17 05:06:32",-2.9732810,-63.1268350
79,4f074bad34c1687b3e24d64146d59ca7.jpg,BRA-104,4360,"2021-10-17 21:51:03",-7.5935030,-56.6408130
80,25db0c8aacd3c035f50ca0b7db66f083.jpg,BRA-102,1680,"2021-10-17 03:10:57",-6.2894180,-59.1208460
81,cdd59fb95c2426d3ad765bceb7d856c5.jpg,BRA-104,15877,"2021-10-17 04:38:43",-0.9611380,-56.3943110
82,557e583f6899903b95598333ea5775df.jpg,BRA-102,16744,"2021-10-18 00:10:43",-0.7451560,-66.9642530
83,aae5a47d3865336c136060633f8d51e2.jpg,BRA-102,4064,"2021-10-17 00:55:42",-8.9376580,-59.1596470
84,992035e0205075efd3d60c10455e1936.jpg,AMZ-901,18987,"2021-10-17 01:44:07",-4.3675680,-66.2747400
85,b35001e3f36ce3c991d4d6ae9128d406.jpg,NAS-772,16995,"2021-10-17 16:20:07",-6.1350670,-59.5282620
86,9f0eac851c83b2a1ebaaad0177a9be24.jpg,BRA-102,8466,"2021-10-17 03:42:08",-4.2897350,-56.5173530
87,92114886f88ddc374c1f220965d9439e.jpg,BRA-104,18747,"2021-10-17 01:02:39",-8.7683890,-63.0948710
88,ec415ac839e90ef7ac21b8cb759c9374.jpg,AMZ-903,7881,"2021-10-17 12:07:45",-3.4706630,-60.6446070
89,d38b178c8b7a9a077d3700646bb774f2.jpg,NAS-778,11667,"2021-10-17 15:43:02",-5.5910680,-62.6059920
90,9b249789246159dca87744c709c96ef9.jpg,AMZ-901,8056,"2021-10-17 09:51:04",-2.7695070,-62.8079920
91,6423be2564b990823eb08efcc3d8dec0.jpg,BRA-102,14638,"2021-10-17 14:20:36",-7.3970080,-63.8392570
92,aba1c562268b2aa299bce13e2fefb962.jpg,AMZ-901,10227,"2021-10-17 11:59:06",-4.2866290,-61.8297340
93,d5dacfafa3f39d4eadd82cff9d2dddf6.jpg,NAS-778,3271,"2021-10-17 17:20:55",-6.6601830,-56.6750680
94,d5382798c466a8ae530ba39769e33c3c.jpg,AMZ-901,1951,"2021-10-17 01:33:54",-8.3010620,-65.4773100
95,d4bf22eaa48162a67b577645dc4ccbae.jpg,AMZ-901,12666,"2021-10-17 05:49:45",-5.5342110,-60.5916610
96,1c4e98b83857f90c4a18ef8fbedb879f.jpg,AMZ-903,1064,"2021-10-17 20:10:31",-0.4574740,-59.8206620
97,4da258671f5a50292002019eda7bfbb7.jpg,BRA-104,3579,"2021-10-17 04:03:38",-1.9803180,-65.2170820
98,f003f47a783e4bb8f7dac6243ea5462a.jpg,BRA-104,9747,"2021-10-17 06:26:40",-6.4256970,-62.6827290
99,b5359e32d7abeb08243d58eaa204210a.jpg,NAS-778,6676,"2021-10-17 02:44:40",-4.2520700,-62.3272870
